task_seed,split_seed,condition,train_loss_init,val_loss_init,train_loss,val_loss,train_improvement,val_improvement,improvement_gap,abs_improvement_gap,gap,abs_gap,drift,v_tr,v_val,meta_seed,beta_drift,beta_var
78867,50179,full_bqml_strong,0.6090342255174493,0.6773834543306074,0.6019806923865583,0.6823271846417008,0.007053533130891,-0.0049437303110934,0.0119972634419844,0.0119972634419844,0.0803464922551425,0.0803464922551425,0.0779342874392832,0.0274732104470188,0.0323614697694036,2,1.0,10.0
846324,978527,full_bqml_strong,0.6046473456741882,0.5545985463898387,0.5953722111707562,0.5554704878189327,0.0092751345034319,-0.0008719414290939,0.0101470759325259,0.0101470759325259,-0.0399017233518235,0.0399017233518235,0.0924631462270635,0.029637453371626,0.0275173490177603,2,1.0,10.0
775038,185071,full_bqml_strong,0.6489798212918393,0.5128035788445094,0.6421871308178304,0.5149603383479145,0.0067926904740088,-0.0021567595034051,0.0089494499774139,0.0089494499774139,-0.1272267924699158,0.1272267924699158,0.0696177397866336,0.0367353645058962,0.0352927176674188,2,1.0,10.0
554415,239102,full_bqml_strong,0.6193367275355519,0.5433681007869293,0.6152146185626808,0.5489082268133981,0.0041221089728711,-0.0055401260264688,0.0096622349993399,0.0096622349993399,-0.0663063917492826,0.0663063917492826,0.0621469169472943,0.0303157396756783,0.0387157191109692,2,1.0,10.0
288057,80616,full_bqml_strong,0.6566080174940768,0.5356880524720244,0.6508791520451528,0.5384196795888673,0.005728865448924,-0.0027316271168428,0.0084604925657668,0.0084604925657668,-0.1124594724562855,0.1124594724562855,0.071146140102664,0.0379329593114108,0.0206319705306519,2,1.0,10.0
647766,110634,full_bqml_strong,0.5405226559816936,0.6939314764487967,0.5343042288250142,0.6995119772596059,0.0062184271566794,-0.0055805008108091,0.0117989279674886,0.0117989279674886,0.1652077484345917,0.1652077484345917,0.078001206199572,0.0332329715430032,0.0327717894343062,2,1.0,10.0
907147,297279,full_bqml_strong,0.5741205679617403,0.5383300779925372,0.5657041447030196,0.5486792139488398,0.0084164232587207,-0.0103491359563026,0.0187655592150233,0.0187655592150233,-0.0170249307541797,0.0170249307541797,0.0890872783644598,0.0294797918704537,0.0341767099094631,2,1.0,10.0
435238,534106,full_bqml_strong,0.5646470997080006,0.6406817353762199,0.5596672814804906,0.6485287168854869,0.00497981822751,-0.0078469815092669,0.012826799736777,0.012826799736777,0.0888614354049962,0.0888614354049962,0.0655463877569074,0.0244382550793246,0.0426323871802234,2,1.0,10.0
103988,312589,full_bqml_strong,0.621536338222422,0.5993799372167041,0.6184819376928679,0.600248708099655,0.0030544005295541,-0.0008687708829508,0.003923171412505,0.003923171412505,-0.0182332295932128,0.0182332295932128,0.0433463067580366,0.0357344824309185,0.0231213937367383,2,1.0,10.0
711874,661735,full_bqml_strong,0.6208553482711163,0.569216347596197,0.6147856011632751,0.5713027160851547,0.0060697471078412,-0.0020863684889577,0.0081561155967989,0.0081561155967989,-0.0434828850781203,0.0434828850781203,0.0848040658867887,0.0373528751265006,0.0174840130594227,2,1.0,10.0
