task,norm_gtr,norm_gval,align,IP,Ltr0,LtrK,Lval0,LvalK,I_tr,I_val,G,drift,seed,L,n
6,0.2077801935794238,0.37487548252829417,0.252008018516139,0.01962933305848921,0.03940007996122973,-0.1750350756898489,0.08045125539290267,0.11678370739882081,0.21443515565107865,-0.03633245200591814,0.2918187830886697,0.9826441560463093,2,3,6
7,0.22247106969668357,0.07305339346123585,-0.3383344933783272,-0.005498702382399914,-0.13683468238099586,-0.27558040388210175,0.3179131304227096,0.2777477393732086,0.1387457215011059,0.040165391049500954,0.5533281432553103,0.8101860680024662,2,3,6
8,0.20354236893456826,0.34100860352552387,-0.8302936538903363,-0.057630432588717986,0.3010887237891404,0.0328198761216559,0.11804215547090859,0.2878281855174851,0.26826884766748454,-0.16978603004657655,0.25500830939582925,1.1151414431353217,2,3,6
9,0.18091819262451944,0.19107988502700288,0.7178389158180939,0.024815567453845416,-0.044265065079530874,-0.17802549693390043,0.2756897864213434,0.13124964220566784,0.13376043185436956,0.14444014421567555,0.3092751391395683,0.7835357380528216,2,3,6
10,0.14593985792764502,0.47497384167474416,-0.2791254610255573,-0.019348311236631163,0.28419058783424916,0.11648168213036995,0.21408932382760737,0.13921274033278547,0.1677089057038792,0.0748765834948219,0.022731058202415513,0.8463562779407896,2,3,6
11,0.18030975941061336,0.23138405752659963,0.584313880808515,0.024378044746149543,0.01598616144075765,-0.10533221026842587,-0.0374489996223881,-0.1384706820677225,0.12131837170918353,0.10102168244533441,-0.03313847179929663,0.7543971278232829,2,3,6
12,0.1953294732186889,0.383156884999493,-0.520042122706215,-0.03892090544419695,-0.21776152778067798,-0.3935561172669103,0.1434473145336611,0.34874659394481156,0.17579458948623233,-0.20529927941115045,0.7423027112117219,0.9318022073338426,2,3,6
13,0.20624558386172892,0.33727139236978315,0.7070193791980358,0.0491807878453528,0.4365304935029184,0.13440585355718362,0.28720377199484015,0.0582776040541644,0.3021246399457348,0.22892616794067575,-0.07612824950301922,1.1591191430905312,2,3,6
14,0.2591156042757234,0.13455780788536667,-0.4399623391211467,-0.015339739102857417,0.13581361163342884,-0.22840038972302454,0.30104209474688537,0.36043929132833985,0.3642140013564534,-0.05939719658145448,0.5888396810513644,1.2904178123336092,2,3,6
15,0.1893282514415304,0.38011871718956686,0.6241624418683666,0.044919230817384824,-0.06987633588012082,-0.1875714217297764,0.2707017978466431,0.1211412576098056,0.11769508584965557,0.1495605402368375,0.308712679339582,0.7479114582112512,2,3,6
16,0.2945907767672218,0.1567406373028173,-0.34691400720785937,-0.01601852743368124,-0.06288036983136767,-0.2742023655054008,-0.028244788705842738,0.05658594345263185,0.2113219956740331,-0.08483073215847459,0.33078830895803263,0.9578904004340826,2,3,6
17,0.2597152651066814,0.3021943556253708,0.02365255732400957,0.0018563588321883742,0.058588951098656035,-0.36033303811918477,0.6975572185265324,0.6789630293827071,0.4189219892178408,0.018594189143825268,1.0392960675018919,1.3980940565749227,2,3,6
18,0.16149775546699904,0.46691137776434954,0.8493984738624326,0.0640490104219818,0.06229100087894062,-0.14634326292703426,-0.21851397690031885,-0.44508658381583555,0.20863426380597488,0.2265726069155167,-0.2987433208888013,0.9783360406081447,2,3,6
19,0.10480409012222616,0.15810864975061933,0.4415115757825772,0.007316038063627681,0.29561746916169007,0.19626886548284556,0.45335219093907075,0.3509240972221048,0.09934860367884452,0.10242809371696593,0.15465523173925927,0.6693177681006491,2,3,6
20,0.22496526460887345,0.3927744562986788,-0.09539508981651026,-0.008429168278810935,0.17889482230649917,-0.15821417094502288,0.2443602328298879,0.05051206812829645,0.33710899325152205,0.19384816470159144,0.20872623907331933,1.2768955648510327,2,3,6
21,0.18402778272077072,0.26925083374714703,-0.10671703907814102,-0.005287790220437412,0.20931389986460452,0.02256890000926521,-0.23111968815502518,-0.11766610062081644,0.18674499985533932,-0.11345358753420874,-0.14023500063008165,0.9470648632290578,2,3,6
22,0.09373394343928447,0.3054715330623291,0.37207200869384705,0.010653556950316164,-0.06946281889967029,-0.1320197593020943,-0.32298646774354534,-0.38275994792028306,0.06255694040242402,0.059773480176737726,-0.25074018861818875,0.5403869636827764,2,3,6
23,0.16653725077618825,0.2355584593670894,-0.7795417290270146,-0.030580843781320217,-0.024105598832839404,-0.14915363443208962,0.0036675796842220365,0.07093821274624798,0.1250480355992502,-0.06727063306202595,0.2200918471783376,0.7506086086204705,2,3,6
24,0.2940340911173125,0.2102866878226014,0.1514541473541216,0.009364630316074148,0.0427464820272185,-0.27906938446853796,0.325782895085742,-0.018419276539501886,0.32181586649575644,0.34420217162524386,0.2606501079290361,1.2179633079529808,2,3,6
25,0.12912598572027295,0.30765611299541656,0.89223968552258,0.03544546961990295,-0.07611338913555166,-0.2172170554332242,-0.3033669197892963,-0.46810281928236597,0.14110366629767254,0.16473589949306966,-0.25088576384914174,0.7988474068944368,2,3,6
26,0.2746159602761476,0.17250160625390773,-0.1686253170769394,-0.007988066963478372,-0.10205987039165006,-0.24416938926155782,-0.24158597064913587,-0.2248523712118351,0.14210951886990775,-0.016733599437300767,0.019317018049722717,0.7837670440866739,2,3,6
27,0.21046121213367677,0.30271635628541643,0.09132231685898062,0.005818149489776144,0.15644853417789123,-0.1864612434260235,-0.14281770990070375,-0.06541866902383517,0.3429097776039147,-0.07739904087686858,0.12104257440218832,1.251933660743761,2,3,6
28,0.27318578264595517,0.07399618185276026,-0.060391035575617064,-0.0012207869598833561,-0.25822041747255886,-0.4085827823839955,0.23363334803325503,0.1921470853728386,0.15036236491143662,0.04148626266041644,0.600729867756834,0.8174414387809424,2,3,6
29,0.19590841842430207,0.27178367618098015,0.41095579810761756,0.021881222356410965,-0.07955759499384114,-0.19929726152730737,0.12555709447027605,0.013151462356268143,0.11973966653346622,0.1124056321140079,0.2124487238835755,0.750341340081826,2,3,6
30,0.35655600315383856,0.38808129644634815,0.11070085939160516,0.015317978573085934,-0.18792482241541666,-0.3891057702564447,0.10140191751657407,0.02211446718056451,0.20118094784102805,0.07928745033600956,0.41122023743700925,0.8948105352069393,2,3,6
31,0.19224827802268268,0.17008497445174983,-0.5042836299515365,-0.016489340188059674,0.12424982407625265,-0.14253938504948063,-0.4037027324688154,-0.3165551621675414,0.2667892091257333,-0.08714757030127396,-0.1740157771180608,1.0963821214322569,2,3,6
32,0.12055766902880624,0.15671278610003733,-0.28113074324914955,-0.005311382946802461,-0.21159366491868636,-0.23096587934928853,-0.10305945716365705,-0.0926956420365548,0.019372214430602164,-0.010363815127102258,0.13827023731273375,0.28436900682490296,2,3,6
33,0.19340137737607527,0.3665348135871756,-0.2810783062971143,-0.01992517392617803,0.22399170099361607,0.09444955331290444,-0.011887007316143231,-0.01798049452485323,0.12954214768071162,0.006093487208709999,-0.11243004783775767,0.7848153004706483,2,3,6
34,0.21203002146054775,0.36332581809656134,0.6754780663713016,0.052036115492425095,0.18370031044919743,-0.06921473102290743,0.3360523412526092,0.048648817867167696,0.25291504147210486,0.2874035233854415,0.11786354889007512,1.1037149599732117,2,3,6
35,0.13919414417816453,0.3688411064621269,-0.8140496098683606,-0.04179373202804806,0.24419591392633472,0.13023853341532307,0.01878579338490058,0.15837441481971826,0.11395738051101165,-0.13958862143481768,0.028135881404395185,0.723440596990405,2,3,6
36,0.22257203761733405,0.18805701437216862,-0.049056276790752903,-0.0020533109454345727,-0.12998641664706717,-0.21579741060536642,0.18093465009235904,0.14571623708044573,0.08581099395829925,0.03521841301191331,0.3615136476858122,0.6050301717114905,2,3,6
37,0.2563263542689937,0.16796036694562885,0.09879121746191499,0.004253225538159572,0.040888385538572616,-0.12877561539494548,-0.4168640578628302,-0.36696087231195734,0.16966400093351808,-0.049903185550872864,-0.23818525691701187,0.8838579271514634,2,3,6
38,0.2468244042050111,0.14622672986582433,-0.02224529500928516,-0.0008028844278287862,-0.1166018342625946,-0.2168972470296247,-0.6122400246819344,-0.605023032643612,0.1002954127670301,-0.0072169920383223785,-0.3881257856139873,0.6477489883570441,2,3,6
39,0.2302897921404271,0.31517911533878173,-0.016939808276527583,-0.0012295341925395618,0.12460358775593383,-0.16545179467842686,0.3048651368300714,0.25642997155995806,0.2900553824343607,0.04843516527011332,0.4218817662383849,1.181399326374725,2,3,6
40,0.17264882001877774,0.47318586022081727,-0.23520322054236878,-0.01921492249615227,-0.38577701128084385,-0.43071849387620353,0.19114204227341425,0.22832955667437094,0.04494148259535968,-0.03718751440095669,0.6590480505505745,0.4368875370795459,2,3,6
41,0.1360672499842887,0.23444760767322237,-0.6133862171133079,-0.019567413654606815,-0.3410371838695895,-0.38987783437744183,-0.26019260353641555,-0.17282994932567666,0.04884065050785236,-0.08736265421073888,0.21704788505176517,0.48638425935181334,2,3,6
42,0.16955185689006808,0.22605274154843036,-0.8293030000967693,-0.031785245153476374,-0.1311285801381574,-0.27373249067701483,-0.424143549070702,-0.2945191550952626,0.14260391053885743,-0.1296243939754394,-0.02078666441824778,0.8153332149663152,2,3,6
43,0.12384460756553109,0.40605051712287005,-0.6901225179257214,-0.03470430627133982,0.12173588315395276,0.05314715276147822,-0.4864392434453223,-0.30420363186356886,0.06858873039247454,-0.18223561158175344,-0.3573507846250471,0.5729874821492316,2,3,6
44,0.2746361286930171,0.18843013100320855,-0.4739449436441473,-0.024526518938422184,0.09569144503575204,-0.18443038228279474,-0.1859388654353598,-0.09649856368632297,0.2801218273185468,-0.08944030174903685,0.08793181859647177,1.1370734514827205,2,3,6
45,0.2430244054010021,0.3077815835633334,-0.45992523974639726,-0.03440168876580487,0.07715972801276122,-0.19641876903522854,0.6244776378137901,0.3169361487108045,0.27357849704798975,0.30754148910298557,0.513354917746033,1.144030541237231,2,3,6
46,0.3179192251372421,0.08249622171076024,0.06557563015765201,0.0017198608971847587,0.17500478628101349,-0.11572464444989414,0.4916126975198133,0.3219062564354167,0.2907294307309076,0.1697064410843966,0.43763090088531087,1.1572757594890697,2,3,6
47,0.20142988735469322,0.2418404383543382,0.5585565412407341,0.02720946316861925,0.34726801104417776,0.1316122926930442,-0.17303392423507358,-0.26662370685981857,0.21565571835113356,0.09358978262474499,-0.39823599955286276,0.9818228160598146,2,3,6
48,0.14047858788547188,0.4582961774622398,0.6692881582192897,0.04308930695174345,0.031716839271295566,-0.21833669610580678,-0.06385421738125616,-0.36774832286887715,0.25005353537710234,0.30389410548762097,-0.14941162676307038,1.0603777910525685,2,3,6
49,0.15937898731764202,0.3775549240379619,0.13738163547175342,0.008266846694198466,0.03316990402859542,-0.08295025723031496,-0.13296948834224556,-0.08610068470435063,0.11612016125891038,-0.04686880363789493,-0.003150427474035669,0.7162503144366488,2,3,6
