A,Ival,Lval0,G,seed
-0.14459859269905678,-0.06563907011677164,0.6084771068917996,0.632177258627981,1000
-0.2185476652200736,-0.06746274140921363,0.6743269146412528,0.7237745489644841,1000
0.7560261578645868,0.816704994112682,0.6173317486649296,-0.052977797666150184,1000
0.8867370969475721,0.38368153515078396,0.5592446227185159,0.059418128817160465,1000
0.0698326476685154,0.15060725032023753,0.30432278597968054,0.19835642549507637,1000
-0.5659944513289571,-0.3473262618077218,0.5218189816032424,0.6633546291867183,1000
0.09009828685817987,0.07731191417092398,0.35052871323136725,0.1553386851930151,1000
0.0189238465007879,-0.02000138278135421,0.9158277601819322,0.762666751571897,1000
-0.39510741074472816,-0.08756301682975631,0.7256426670887407,0.6746654919860992,1000
0.6882335538288026,0.22903150092685615,0.5797507022158479,0.20953719345090088,1000
0.44799172841813834,0.21686723101429078,0.6031676968934282,0.4002042162487125,1000
-0.6341578821663921,-0.1461761267308587,0.7004357685126765,0.6982441082403038,1000
0.39754536728795,0.3676457972514463,0.5546000861774423,0.2294098457967118,1000
-0.6429630092748114,-0.22741948419523036,0.7989294417186019,0.7887437072087502,1000
-0.1950627408586377,-0.07648197499248778,0.43814723614123957,0.44739163408412114,1000
-0.3996846209967215,-0.23287166969101494,0.5769267108336219,0.6895667630902061,1000
-0.3340835493499218,-0.2231028502111958,0.5562939970281635,0.5974954129160168,1000
0.00046111490703853157,-0.038600688307145685,0.6860055060659574,0.546014699311693,1000
-0.2131688382652248,-0.10063797836058624,0.46950957757818723,0.7076521925163293,1000
-0.1422515784787092,-0.19108726663608439,0.5831918084855191,0.5973845444288614,1000
0.5910272004581769,0.35276667846590354,0.2558882147867801,-0.08748560464245145,1000
-0.13544132208124326,-0.20598714661221865,0.4506278233405434,0.41516845703886357,1000
0.19022897302148087,0.0506911685287843,0.6527788465220868,0.5231767012747889,1000
-0.6908174279518305,-0.2955241241488906,0.7168238402731978,0.7110922014377579,1000
0.086649004800987,0.1279160120016057,0.53928812840225,0.6112152173658619,1000
0.31369628162131713,0.22535056611432078,0.4753106802668179,0.1926388912482516,1000
0.05559402160888848,0.0637912470634415,0.6763560679735658,0.6180145601202012,1000
-0.2646603411137729,-0.17666242526626133,0.5354702718924557,0.6806389347588143,1000
0.47297610824256,0.35285519063407605,0.6198432119670234,0.26789581425734343,1000
0.6537062976329165,0.1955440394404643,0.7157379181820048,0.3363340660565252,1000
0.06754522712352846,0.010271685600870759,0.4992985899054893,0.2483450382113577,1000
0.7197885289313453,0.723317138128569,0.6375880586574358,-0.1873478644279836,1000
0.5928307606659676,0.2332780987932608,0.34287497138892714,0.17125893914614226,1000
0.1269998568247827,0.06702410319907795,0.5185913001116119,0.3337269402418139,1000
0.15748562241942404,0.13518833197793875,0.5796086843368012,0.47094714959903833,1000
0.44710583484897143,0.22788437846612994,0.4696101883296015,0.2013284760722116,1000
0.277965187880336,0.08107785764976959,0.6941352383851318,0.5428360466868223,1000
-0.46939517487626237,-0.22420184317715616,0.4815721144974012,0.5308137815667251,1000
-0.08148916019863221,-0.04336422924500742,0.5697614696281028,0.3943128872000397,1000
0.5417394460784329,0.38743501598792207,0.45335372523958917,-0.036811130356218205,1000
-0.6292988913389582,-0.17853032828015122,0.4685381937261385,0.4922215921158487,1000
-0.005068969638186205,0.10879266095868684,0.32485180065330876,0.1900479534222635,1000
-0.3271487077419435,-0.10102126986792334,0.3987004767100712,0.4113626132256468,1000
0.1672971500452164,0.04996609192230738,0.6501451226095747,0.4585639281792156,1000
0.34457339821363037,0.18425915744226729,0.5797835981875924,0.33648436499638557,1000
0.5550862299571853,0.21254437369084206,0.3829246780664837,0.04763635187501403,1000
0.7410494019054628,0.5874399479418116,0.5564206031808615,-0.1625401163767622,1000
0.58538201567968,0.42893129230531385,0.7515343727825515,0.22503827449831748,1000
-0.23099101119198548,-0.04377725634987838,0.7264764674269196,0.6979858560309824,1000
0.03538837101995352,0.0811999959496206,0.6704382651408407,0.3317244881273642,1000
0.2772052530497991,0.17106841562600517,0.7381376732411842,0.4986719157057966,1000
-0.18487377872555488,-0.12230545632376244,0.4649667235464943,0.5478161180322807,1000
-0.1932293062919937,-0.10838826166706214,0.40224378602121436,0.4162124158371398,1000
-0.3752276286160899,-0.05300797682344976,0.6978466590990879,0.6848845949292349,1000
0.3367201414903551,0.25040669413713756,0.5317451991535056,0.15800286543752445,1000
-0.5400340461632739,-0.17303808880727453,0.46314240770952514,0.6322838584834923,1000
0.37415146599479393,0.26077257253158115,0.35291668056542136,-0.11883732239826494,1000
-0.24722647837569295,-0.11748672237861485,0.6341487266241499,0.6987292685147307,1000
1.0,0.5730186532892727,0.3686469651448587,-0.18126016622399438,1000
-0.2550261727598161,-0.09965692311595203,0.38609544585188205,0.2703075123003236,1000
0.10609426883895226,0.08519101180668705,0.590300941548413,0.31778863225628695,1000
0.4375499231875677,0.24140026890834534,0.6171213227098493,0.2826171261213744,1000
-0.636084007965816,-0.43594440718205624,0.6024984586005288,0.7342754086106146,1000
-0.40476884298698407,-0.2899222243800835,0.7526973230590308,0.901188855349865,1000
0.05027687105520982,0.02086785754438665,0.5478929620241684,0.33569444232505646,1000
-0.1742313412404415,-0.07964675669669942,0.8536614006131833,0.7000051881201375,1000
-0.22459698800179226,-0.1624887060625092,0.44885787615629313,0.43164503741521565,1000
-0.24071400834533077,-0.15790989756688478,0.52808998585742,0.6912572329455111,1000
-0.0038070067713014254,-0.057016952995579295,0.5662389625413985,0.5584759411044025,1000
-0.29244099063683826,-0.12330966672279191,0.7768370100413248,0.6657429118258558,1000
0.6300752066606561,0.35429204484517596,0.4133177896518192,-0.07136285851807643,1000
-0.3864739870326897,-0.23975115749460763,0.37348024627764703,0.4462341638670423,1000
0.559526418887636,0.01351490660972823,0.5420033543963462,0.41133424904909216,1000
0.43133415599876535,0.006420094485976358,0.5576895374495715,0.7324612487308255,1000
0.09941254391527073,0.04565153183481414,0.49661433926581444,0.32495246900782687,1000
-0.22782313311583602,-0.08744400860453384,0.5384111666908694,0.5065732117601206,1000
-0.010977726965534075,-0.07456185103418134,0.6737415144216083,0.5885832727713862,1000
0.49782143006689833,0.3490112489287224,0.7082014764887014,0.3657451644275664,1000
0.42209955205913463,0.03053881080629406,0.5317435997128492,0.25654328430983386,1000
-0.05058080547776187,-0.0789301224668152,0.6399342713963143,0.5439514495647095,1000
0.3503677202190472,0.14311309616100606,0.6709949132404696,0.25403544218860935,1000
-0.19469511279464524,-0.1572034449001411,0.6172674864646194,0.5450150737413364,1000
0.6307367073816681,0.27555758976934863,0.5560906691140929,0.207105663666326,1000
0.7038469461385557,0.40680127807607586,0.49992935618687223,0.11953126417048421,1000
-0.35978869603503616,-0.28822194785526223,0.4316154457757204,0.6048795522609286,1000
0.4081537131381593,0.29013904679463104,0.42115455228029686,0.16662744666588528,1000
1.0,0.7269662556107049,0.5959489109589342,-0.06867811273860339,1000
-0.14526240257836595,-0.16962082548395777,0.5283521772140868,0.497678677942042,1000
-0.23175681685024516,-0.03562739716996375,0.6684531164670929,0.5374881611114277,1000
-0.41375267807396277,-0.23616381950432752,0.6929526696351398,0.8616509453596969,1000
-0.013850654142493708,0.029970761147723766,0.47874785958409516,0.4447514183544052,1000
-0.9846465281927288,-0.4905198796562523,0.4415881464625475,0.8982170525735027,1000
-0.26944268253683856,-0.2595325018347373,0.6669900128381091,0.8140548669689316,1000
-0.7248887733045662,-0.1109785458079222,0.5519884474424797,0.43836351333827095,1000
-0.2701321705542861,-0.21327179851735115,0.24974608167007029,0.4665826381496748,1000
-0.07592779265169965,-0.006175822994690897,0.5903010650082532,0.5552493465188207,1000
-0.22311696068650844,-0.31459414190106516,0.24700099330506908,0.4951559143054699,1000
0.56808272866481,0.5126252067858565,0.5567646260313789,-0.1004588230586041,1000
-0.7051899808366991,-0.5512720018701406,0.5513288253448543,0.8299571704455516,1000
-0.40538029746669396,-0.35445773519474055,0.606814784415229,0.6071652860778411,1000
-0.7086839314317095,-0.25827287606148275,0.8810919532429171,0.8392632140292832,1000
-0.07342184411313704,-0.0351607793794947,0.44798465957495837,0.29140386281760505,1000
-0.4760073487314914,-0.14930422017075767,0.7928000982534862,0.6954380727900703,1000
-0.25832418687558595,-0.06432412860546094,0.41727094845686824,0.4310875187967801,1000
0.7048792969050289,0.25029460361540257,0.7339871957312236,0.3941128147000711,1000
-0.18385380260865533,-0.10228195009929415,0.8510371146426351,0.6946220971480797,1000
-0.04335499961924878,0.010705495172818817,0.6008766550634373,0.5026636095780623,1000
0.008735591473696434,-0.005807364066857616,0.49663974991230464,0.25102237189953525,1000
0.033682079325188456,-0.08335667621414515,0.4997093797061934,0.5242407869088537,1000
0.20197027947864107,0.09974565636050464,0.6949523133140009,0.6516252212029184,1000
0.18480993800908949,0.03474245468065529,0.6168702455822564,0.6149795745627289,1000
-0.329355283653942,-0.14363949837639395,0.7311764086498591,0.7157216713965184,1000
-0.045700188366950945,-0.02793294132895436,0.8426911409563751,0.6758544569469358,1000
-0.2648709439338436,-0.12427598270370989,0.741861377587527,0.5733118785072823,1000
-0.7398641292926724,-0.4683369218657051,0.8174759312610521,1.1743593133146766,1000
0.0534955522216374,-0.0157334836359033,0.8120621122045552,0.7700643386988533,1000
0.13272141460491524,0.019459682936329457,0.3637071698303498,0.4469192753963234,1000
-0.11463276353835385,-0.16588198912611926,0.7100777911282306,0.7841949166241444,1000
0.267189986413973,0.12419787409472564,0.4888648166260491,0.30090280976099976,1000
-1.0,-0.08501168298085278,0.7440203074269979,0.6705325216663548,1000
0.3700418340391756,0.21267367539447624,0.49591054877511553,0.29194338356613175,1000
-0.3099076659055958,-0.195232920234149,0.7419505501313401,0.5809308231083635,1000
-0.6714881571700136,-0.3171220612311697,0.3145933173144098,0.7891008684238452,1000
-0.39441939759951805,-0.2531271126969146,0.39839703881864663,0.468665433999773,1000
-0.5061874826834883,-0.3036215923855145,0.5258130537599557,0.7538724084362943,1000
-0.20051842054783667,-0.18969849063292082,0.6750270558452959,0.7663474367641476,1000
0.146930530330835,-0.021740834812812443,0.7111331287033453,0.6633361493204715,1000
0.25694910619087463,0.14021411267856035,0.929918903903858,0.525933391028578,1000
-0.5593477930287128,-0.19007735875749665,0.4309558118167936,0.376734472788573,1000
-0.33624954361725085,-0.20534370364899907,0.5149235278329545,0.43189725394513645,1000
0.6590627264933799,0.2822546327721399,0.8128240017114308,0.30550608601011414,1000
0.6259440026697243,0.25711604219551126,0.7100036634101844,0.4362173786477294,1000
0.23339817082247233,0.2196457755508494,0.5422358401850804,0.4920047724626696,1000
0.3693245770859915,0.2583372628838532,0.3370734971527239,0.03613194390940862,1000
-0.4825896064025798,-0.16515896028072963,0.8418539770536673,0.8062718943734126,1000
-0.02839829944699037,0.09081725921669552,0.4510262675111434,0.2932602599028472,1000
-0.003228703084786069,0.004305121117061408,1.0215828367518534,0.9564692219783965,1000
-0.3600469669809715,-0.16540988882496746,0.6020316992447686,0.4935815971820662,1000
0.4080647392530547,0.15706933128130177,0.584844685955213,0.5301450189617499,1000
0.08016359168335323,0.06975305940910358,0.6829936816971517,0.4577508678518045,1000
