n,L,task,norm_gtr,norm_gval,align,gtr1,Ltr0,LtrK,Lval0,LvalK,I_tr,I_val,I_val_K1,G,drift,seed
4,2,4,0.36952676244254923,0.195793658387905,-0.37602951428020404,-0.11334348672558216,-0.13870488182131346,-0.32396311237556974,-0.47722555878132134,-0.42462727369596825,0.18525823055425628,-0.05259828508535308,-0.014588045429031193,-0.10066416132039852,0.8384323571600644,2
4,2,5,0.06024332314654097,0.47462762365680417,0.37421620677730305,-0.02681965301171416,0.3291424904010464,0.26962325101136236,-0.23592316471682295,-0.364268068922438,0.05951923938968401,0.12834490420561506,0.005284980983240928,-0.6338913199338003,0.48435603366840585,2
4,2,6,0.21291022356344189,0.27545429376430447,0.20928333140918906,0.029395346390564556,-0.019062632378796462,-0.22961981636809742,-0.20425584348014897,-0.05522699910384955,0.21055718398930096,-0.14902884437629943,0.005430871094206258,0.17439281726424788,1.016166487089854,2
4,2,7,0.4295454752225877,0.5229087052574982,0.8820765207664943,-0.011951751409128904,0.0942170754862913,-0.2540812827832368,-0.33237195174107054,-0.5167078159621898,0.34829835826952804,0.1843358642211193,0.09191149280329364,-0.26262653317895307,1.2049792250068048,2
4,2,8,0.37254208234270947,0.3620891964146869,-0.12754327345059985,-0.056302251201912894,0.20589017220185168,-0.07812441860068949,0.6677630201803757,0.405005289416139,0.28401459080254116,0.2627577307642367,0.0016662244157711337,0.4831297080168285,1.1036153991849136,2
4,2,9,0.39140615142087193,0.8341158406109248,0.4790709366997451,-0.042318135769211236,0.09132604996299637,-0.3925953594317743,-0.05689269601719485,-0.27291177197748057,0.4839214093947707,0.21601907596028572,0.07591863230645299,0.11968358745429375,1.4513214218734176,2
4,2,10,0.4381778403559721,0.30700617450995193,-0.6343913035459526,0.023604723011188003,-0.06430064528855117,-0.594073163682221,-0.33177205693478007,0.0448671036821512,0.5297725183936698,-0.37663916061693126,-0.050835829400120325,0.6389402673643721,1.4952995466864158,2
4,2,11,0.1929391760093849,0.37124889575254405,-0.1895165134267865,0.002061795155321124,-0.13824056581704716,-0.2788695616994526,-0.20246160750907582,-0.07744803472493761,0.14062899588240543,-0.12501357278413822,-0.007110177953881469,0.20142152697451499,0.8205417519664925,2
4,2,12,0.31971423973800134,0.10863839465858906,-0.3685686712151094,-0.05161319941774536,-0.07655574109700329,-0.3580382928650959,0.08884207064561572,0.34555661460437936,0.2814825517680926,-0.25671454395876364,-0.010241572862739412,0.7035949074694753,1.133127211778617,2
4,2,13,0.5098909041554947,0.35442608596716646,-0.46925561319848574,-0.11176217780243927,0.043675571818587514,-0.3761864078487535,-0.5011708880576017,-0.18896318403360202,0.419861979667341,-0.31220770402399967,-0.05023705987602978,0.1872232238151515,1.213162182585798,2
4,2,14,0.2292832607171415,0.3540688898394125,-0.6485015887937836,0.04277917697636474,0.004413483551642519,-0.12131963581824086,0.3544660242094848,0.4317099290883177,0.12573311936988338,-0.07724390487883287,-0.02469567849525861,0.5530295649065585,0.7483598657453074,2
4,2,15,0.43729359285393565,0.49318418696077565,-0.08849960917882593,0.013930180897489663,-0.05556834357751782,-0.6134116007722021,-0.2529142178596777,-0.46621238576456114,0.5578432571946843,0.21329816790488343,-0.006218785807076077,0.147199215007641,1.596714149004667,2
4,2,16,0.229965273609862,0.4665114282786971,-0.48918980885023977,0.022332970862480966,0.27208887495883194,-0.04678784760331156,0.19788881219938181,0.25328778657252515,0.3188767225621435,-0.05539897437314334,-0.024371602489862865,0.3000756341758367,1.243577441636209,2
4,2,17,0.19488644176722272,0.5405487867893195,0.45117007334202125,0.07214272836053004,0.15650944226718827,-0.22686639462630948,-0.11018515731289093,-0.46735880909092653,0.38337583689349775,0.3571736517780356,0.02541882363169383,-0.24049241446461705,1.3494986979181716,2
4,2,18,0.43435822199845336,0.8516964453436165,0.4201002974985686,0.06447128854155636,0.2543777742761167,-0.3225824406634173,0.09908036266346233,-0.2310555532043821,0.576960214939534,0.3301359158678444,0.07643244013732484,0.0915268874590352,1.554803929907366,2
4,2,19,0.35884033234970386,0.29239162634714727,-0.1242119284215499,-0.06347692333593608,0.07173517583264682,-0.08823835017259898,-0.05832423970639009,-0.03576813614036746,0.1599735260052458,-0.022556103566022633,-0.004083227553308637,0.052470214032231524,0.7669672857369186,2
